1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,0,2,6,1,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,1,2,6,1,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,3,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,4,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,5,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,6,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,7,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,7,2,6,1,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,9,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,10,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,11,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,12,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,13,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,1,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,2,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,3,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,4,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,5,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,6,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,7,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,9,0,0,1,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,1,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,1,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,2,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,3,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,4,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,5,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,6,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,6,0,0,0,0,1,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,6,0,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,6,1,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,6,2,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,2,0,2,6,1,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,3,0,2,6,1,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,4,0,2,6,1,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,6,0,2,6,0,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,7,0,2,6,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,14,0,2,6,10,0,0,0,2,6,0
